orthogroup	kept	collapsed
ORTHOMCL234	cladeB_2443.p1	cladeB_20629.p1
ORTHOMCL234	cladeB_27884.p1	cladeB_30300.p1
ORTHOMCL2354	cladeD_10645.p1	cladeD_11051.p1
ORTHOMCL235	cladeA_24443.p2	cladeA_24442.p2
ORTHOMCL235	cladeD_20381.p1	cladeD_18060.p2
ORTHOMCL235	cladeA_30397.p1	cladeA_30398.p1
ORTHOMCL2361	cladeD_15569.p1	cladeD_5465.p1
ORTHOMCL236	cladeA_28428.p1	cladeA_28426.p1
ORTHOMCL2371	cladeC_24952.p3	cladeC_26837.p3
ORTHOMCL2372	cladeC_18253.p1	cladeC_18871.p1
ORTHOMCL2373	cladeD_23045.p1	cladeD_11086.p1
ORTHOMCL2376	cladeC_3601.p1	cladeC_18165.p1
ORTHOMCL2378	cladeD_21313.p1	cladeD_23234.p3
ORTHOMCL2379	cladeD_3730.p1	cladeD_4232.p1
ORTHOMCL237	cladeA_28497.p2	cladeA_28498.p1
ORTHOMCL237	cladeB_30805.p2	cladeB_29581.p2
ORTHOMCL237	cladeD_22336.p1	cladeD_19964.p1
ORTHOMCL237	cladeD_22336.p1	cladeD_20467.p1
ORTHOMCL2380	cladeC_1850.p1	cladeC_627.p1
ORTHOMCL2383	cladeD_13301.p1	cladeD_21641.p1
ORTHOMCL2384	cladeD_7672.p1	cladeD_6133.p2
ORTHOMCL238	cladeC_8940.p1	cladeC_12387.p2
ORTHOMCL238	cladeB_32437.p1	cladeB_3863.p1
ORTHOMCL2397	cladeA_19769.p1	cladeA_19768.p1
ORTHOMCL23	cladeA_29953.p1	cladeA_29952.p1
ORTHOMCL23	cladeB_31001.p1	cladeB_22954.p1
ORTHOMCL240	cladeA_22972.p1	cladeA_22973.p1
ORTHOMCL240	cladeC_7143.p1	cladeC_3988.p1
ORTHOMCL2415	cladeD_23362.p1	cladeD_23472.p1
ORTHOMCL2416	cladeA_43607.p1	cladeA_46872.p1
ORTHOMCL2419	cladeB_22523.p1	cladeB_2666.p1
ORTHOMCL241	cladeA_55056.p1	cladeA_34655.p1
ORTHOMCL241	cladeB_9392.p1	cladeB_16066.p1
ORTHOMCL2421	cladeA_42414.p2	cladeA_42040.p2
ORTHOMCL2423	cladeA_50827.p1	cladeA_57524.p1
ORTHOMCL2427	cladeA_9375.p1	cladeA_994.p1
ORTHOMCL2435	cladeA_11994.p1	cladeA_52464.p1
ORTHOMCL243	cladeA_28053.p1	cladeA_20297.p1
ORTHOMCL2442	cladeA_53917.p1	cladeA_12225.p1
ORTHOMCL2443	cladeA_52706.p1	cladeA_56325.p1
ORTHOMCL2444	cladeA_8766.p1	cladeA_1711.p1
ORTHOMCL2446	cladeB_20534.p1	cladeB_9815.p1
ORTHOMCL2449	cladeA_7649.p1	cladeA_49522.p1
ORTHOMCL244	cladeA_19389.p1	cladeA_19387.p1
ORTHOMCL244	cladeA_19389.p1	cladeA_19388.p1
ORTHOMCL2454	cladeA_4499.p1	cladeA_50916.p1
ORTHOMCL2457	cladeA_26055.p1	cladeA_26054.p1
ORTHOMCL2462	cladeA_36339.p1	cladeA_31514.p2
ORTHOMCL2467	cladeB_10752.p1	cladeB_17503.p1
ORTHOMCL246	cladeD_19294.p1	cladeD_17652.p1
ORTHOMCL246	cladeA_28162.p1	cladeA_28166.p1
ORTHOMCL246	cladeA_28168.p1	cladeA_28165.p1
ORTHOMCL2473	cladeB_15072.p1	cladeB_6126.p1
ORTHOMCL2474	cladeA_269.p1	cladeA_13350.p1
ORTHOMCL2476	cladeA_40280.p1	cladeA_50266.p1
ORTHOMCL2477	cladeA_52162.p1	cladeA_32118.p1
ORTHOMCL247	cladeD_9611.p1	cladeD_17815.p1
ORTHOMCL247	cladeB_27025.p1	cladeB_4711.p1
ORTHOMCL248	cladeD_22616.p1	cladeD_19942.p2
ORTHOMCL2493	cladeA_47673.p1	cladeA_33552.p1
ORTHOMCL2495	cladeA_17545.p1	cladeA_34892.p1
ORTHOMCL2496	cladeA_14178.p1	cladeA_14177.p1
ORTHOMCL2498	cladeA_48115.p1	cladeA_8837.p1
ORTHOMCL24	cladeA_28804.p1	cladeA_28806.p1
ORTHOMCL24	cladeA_28804.p1	cladeA_28803.p1
ORTHOMCL24	cladeA_28804.p1	cladeA_28802.p1
ORTHOMCL24	cladeC_10215.p1	cladeC_11128.p1
ORTHOMCL24	cladeC_10215.p1	cladeC_15416.p1
ORTHOMCL2501	cladeA_56144.p1	cladeA_7992.p1
ORTHOMCL2507	cladeA_20503.p1	cladeA_50269.p1
ORTHOMCL2509	cladeA_28095.p1	cladeA_28096.p1
ORTHOMCL2513	cladeA_23160.p1	cladeA_23161.p1
ORTHOMCL2516	cladeA_26423.p1	cladeA_26424.p1
ORTHOMCL2517	cladeA_44834.p1	cladeA_11632.p1
ORTHOMCL251	cladeA_40412.p1	cladeA_21113.p1
ORTHOMCL2520	cladeA_27707.p1	cladeA_27705.p1
ORTHOMCL252	cladeD_9973.p2	cladeD_12079.p1
ORTHOMCL252	cladeD_9973.p2	cladeD_11481.p1
ORTHOMCL252	cladeD_9973.p2	cladeD_20256.p1
ORTHOMCL252	cladeD_19724.p1	cladeD_22880.p1
ORTHOMCL2534	cladeA_27402.p1	cladeA_27403.p1
ORTHOMCL2537	cladeA_19484.p1	cladeA_46839.p1
ORTHOMCL253	cladeB_23388.p1	cladeB_30884.p1
ORTHOMCL253	cladeB_23388.p1	cladeB_26780.p1
ORTHOMCL253	cladeB_23388.p1	cladeB_6264.p1
ORTHOMCL2540	cladeB_8630.p1	cladeB_24387.p1
ORTHOMCL2544	cladeA_9805.p1	cladeA_9804.p1
ORTHOMCL2557	cladeA_40583.p1	cladeA_49087.p1
ORTHOMCL255	cladeC_13922.p1	cladeC_18467.p1
ORTHOMCL2565	cladeA_11515.p1	cladeA_11516.p1
ORTHOMCL2571	cladeB_5518.p1	cladeB_2387.p1
ORTHOMCL257	cladeC_21780.p2	cladeC_26594.p1
ORTHOMCL257	cladeC_21780.p2	cladeC_24216.p1
ORTHOMCL2580	cladeA_51844.p2	cladeA_48374.p1
ORTHOMCL2588	cladeA_18200.p1	cladeA_18201.p1
ORTHOMCL258	cladeD_21985.p1	cladeD_5524.p2
ORTHOMCL2594	cladeA_56402.p1	cladeA_58500.p1
ORTHOMCL2600	cladeA_49800.p1	cladeA_46362.p1
ORTHOMCL2601	cladeB_15520.p1	cladeB_33349.p1
ORTHOMCL2607	cladeA_37126.p2	cladeA_54787.p1
ORTHOMCL2610	cladeB_19188.p1	cladeB_21176.p1
ORTHOMCL2617	cladeA_18088.p1	cladeA_18089.p1
ORTHOMCL2624	cladeA_44430.p1	cladeA_54637.p1
ORTHOMCL2626	cladeA_6254.p1	cladeA_27102.p1
ORTHOMCL2629	cladeA_30836.p1	cladeA_30839.p2
ORTHOMCL262	cladeA_51400.p1	cladeA_38690.p1
ORTHOMCL2631	cladeA_9096.p1	cladeA_9095.p1
ORTHOMCL2633	cladeA_11989.p2	cladeA_11990.p2
ORTHOMCL2644	cladeA_21940.p1	cladeA_21941.p1
ORTHOMCL2649	cladeA_34915.p1	cladeA_33576.p1
ORTHOMCL2651	cladeA_15629.p1	cladeA_15630.p1
ORTHOMCL2657	cladeB_8783.p1	cladeB_22611.p1
ORTHOMCL265	cladeA_10469.p1	cladeA_10468.p1
ORTHOMCL2660	cladeA_15188.p1	cladeA_40862.p1
ORTHOMCL266	cladeA_30510.p1	cladeA_30509.p1
ORTHOMCL266	cladeA_30510.p1	cladeA_30521.p1
ORTHOMCL266	cladeA_30520.p1	cladeA_30517.p1
ORTHOMCL2677	cladeA_48616.p1	cladeA_34285.p1
ORTHOMCL2683	cladeA_22548.p1	cladeA_22549.p1
ORTHOMCL2689	cladeA_9002.p2	cladeA_41218.p1
ORTHOMCL2693	cladeA_7807.p1	cladeA_40120.p1
ORTHOMCL269	cladeA_14041.p1	cladeA_45528.p1
ORTHOMCL26	cladeA_29704.p1	cladeA_29703.p1
ORTHOMCL26	cladeA_29704.p1	cladeA_22625.p1
ORTHOMCL26	cladeA_29704.p1	cladeA_22622.p1
ORTHOMCL26	cladeA_28306.p1	cladeA_28308.p1
ORTHOMCL26	cladeA_28306.p1	cladeA_28305.p1
ORTHOMCL26	cladeA_28303.p1	cladeA_28302.p1
ORTHOMCL2705	cladeA_49441.p1	cladeA_8390.p1
ORTHOMCL270	cladeA_44992.p1	cladeA_9709.p2
ORTHOMCL270	cladeA_44992.p1	cladeA_9707.p2
ORTHOMCL270	cladeA_9708.p2	cladeA_29169.p2
ORTHOMCL2710	cladeA_39934.p1	cladeA_23720.p1
ORTHOMCL2712	cladeA_50498.p1	cladeA_31621.p1
ORTHOMCL2720	cladeA_4208.p1	cladeA_32430.p1
ORTHOMCL2724	cladeA_40591.p1	cladeA_44836.p1
ORTHOMCL2726	cladeA_43586.p1	cladeA_48798.p1
ORTHOMCL2729	cladeA_3171.p1	cladeA_50289.p1
ORTHOMCL272	cladeA_25540.p1	cladeA_25541.p1
ORTHOMCL2730	cladeA_57787.p1	cladeA_5692.p1
ORTHOMCL2733	cladeA_56679.p1	cladeA_8584.p1
ORTHOMCL2736	cladeA_32187.p1	cladeA_39011.p1
ORTHOMCL2738	cladeA_54631.p1	cladeA_35063.p1
ORTHOMCL2745	cladeA_53999.p1	cladeA_11090.p1
ORTHOMCL2752	cladeA_53759.p1	cladeA_39803.p1
ORTHOMCL2754	cladeA_21079.p1	cladeA_21080.p2
ORTHOMCL275	cladeA_18912.p1	cladeA_18913.p1
ORTHOMCL2764	cladeA_16161.p1	cladeA_16160.p1
ORTHOMCL2771	cladeB_25025.p1	cladeB_4149.p1
ORTHOMCL2774	cladeA_48987.p1	cladeA_3269.p1
ORTHOMCL2776	cladeA_9151.p1	cladeA_9150.p2
ORTHOMCL277	cladeA_27484.p1	cladeA_27481.p1
ORTHOMCL2785	cladeA_13952.p1	cladeA_13953.p1
ORTHOMCL2789	cladeA_32932.p1	cladeA_45890.p1
ORTHOMCL278	cladeA_28933.p1	cladeA_28939.p1
ORTHOMCL279	cladeA_55718.p1	cladeA_8537.p1
ORTHOMCL279	cladeA_55718.p1	cladeA_40136.p1
ORTHOMCL279	cladeB_30292.p1	cladeB_24487.p1
ORTHOMCL27	cladeA_30332.p1	cladeA_54100.p1
ORTHOMCL27	cladeA_30332.p1	cladeA_30330.p1
ORTHOMCL27	cladeA_30332.p1	cladeA_30331.p1
ORTHOMCL27	cladeA_30332.p1	cladeA_30336.p1
ORTHOMCL27	cladeA_2233.p1	cladeA_49963.p1
ORTHOMCL27	cladeA_2233.p1	cladeA_35880.p1
ORTHOMCL27	cladeA_2233.p1	cladeA_21864.p1
ORTHOMCL27	cladeA_2233.p1	cladeA_21865.p1
ORTHOMCL27	cladeA_2233.p1	cladeA_2654.p1
ORTHOMCL27	cladeA_2233.p1	cladeA_14605.p1
ORTHOMCL27	cladeA_2233.p1	cladeA_8691.p1
ORTHOMCL27	cladeA_2233.p1	cladeA_50421.p1
ORTHOMCL27	cladeA_2233.p1	cladeA_50712.p1
ORTHOMCL27	cladeA_2233.p1	cladeA_23696.p1
ORTHOMCL27	cladeA_2233.p1	cladeA_23697.p1
ORTHOMCL2800	cladeB_20382.p1	cladeB_19009.p2
ORTHOMCL2802	cladeB_7805.p1	cladeB_28678.p1
ORTHOMCL2808	cladeA_33877.p1	cladeA_981.p1
ORTHOMCL280	cladeA_29087.p1	cladeA_29088.p1
ORTHOMCL280	cladeA_29087.p1	cladeA_29090.p1
ORTHOMCL280	cladeA_29087.p1	cladeA_29089.p1
ORTHOMCL2810	cladeA_53847.p1	cladeA_8130.p1
ORTHOMCL2814	cladeA_30827.p1	cladeA_28848.p1
ORTHOMCL2816	cladeA_45100.p1	cladeA_40242.p1
ORTHOMCL2819	cladeA_39640.p1	cladeA_8359.p1
ORTHOMCL281	cladeA_25225.p1	cladeA_25226.p1
ORTHOMCL2822	cladeA_14044.p1	cladeA_27379.p1
ORTHOMCL2823	cladeA_7152.p1	cladeA_13382.p1
ORTHOMCL2824	cladeA_47491.p1	cladeA_52719.p1
ORTHOMCL2826	cladeA_3119.p1	cladeA_51525.p1
ORTHOMCL2839	cladeA_44763.p1	cladeA_37552.p1
ORTHOMCL2841	cladeB_11876.p1	cladeB_37341.p1
ORTHOMCL2842	cladeA_56962.p1	cladeA_41307.p1
ORTHOMCL2848	cladeA_31421.p1	cladeA_49554.p1
ORTHOMCL284	cladeA_54058.p1	cladeA_2405.p1
ORTHOMCL284	cladeA_54615.p1	cladeA_5238.p2
ORTHOMCL284	cladeA_42142.p1	cladeA_39428.p1
ORTHOMCL2850	cladeA_3708.p1	cladeA_3707.p1
ORTHOMCL2852	cladeB_14145.p1	cladeB_28421.p1
ORTHOMCL2854	cladeA_52422.p1	cladeA_56766.p1
ORTHOMCL2857	cladeA_56525.p1	cladeA_18655.p1
ORTHOMCL2858	cladeA_17099.p1	cladeA_6571.p1
ORTHOMCL2859	cladeD_321.p1	cladeD_8047.p1
ORTHOMCL285	cladeA_28087.p1	cladeA_28077.p1
ORTHOMCL285	cladeA_28087.p1	cladeA_28078.p1
ORTHOMCL285	cladeA_28087.p1	cladeA_28074.p1
ORTHOMCL2861	cladeB_3638.p1	cladeB_23612.p1
ORTHOMCL2869	cladeA_21184.p1	cladeA_21185.p1
ORTHOMCL286	cladeA_51874.p1	cladeA_5379.p1
ORTHOMCL2875	cladeA_51558.p1	cladeA_48915.p1
ORTHOMCL2877	cladeA_8307.p1	cladeA_8308.p1
ORTHOMCL2878	cladeA_55346.p1	cladeA_52031.p1
ORTHOMCL2884	cladeA_16880.p1	cladeA_16879.p1
ORTHOMCL2889	cladeA_9840.p1	cladeA_9842.p1
ORTHOMCL2890	cladeA_33436.p1	cladeA_5914.p1
ORTHOMCL2894	cladeA_23169.p1	cladeA_23170.p1
ORTHOMCL2895	cladeA_10142.p1	cladeA_10143.p1
ORTHOMCL28	cladeA_30578.p1	cladeA_20642.p1
ORTHOMCL28	cladeB_29568.p1	cladeB_29429.p1
ORTHOMCL28	cladeA_27500.p1	cladeA_27501.p1
ORTHOMCL2905	cladeA_55134.p1	cladeA_35781.p1
ORTHOMCL290	cladeA_2781.p1	cladeA_35039.p1
ORTHOMCL2912	cladeA_32902.p1	cladeA_29782.p1
ORTHOMCL2914	cladeA_25454.p1	cladeA_25455.p2
ORTHOMCL2919	cladeA_55721.p1	cladeA_39692.p1
ORTHOMCL2921	cladeA_195.p1	cladeA_43059.p1
ORTHOMCL2927	cladeA_645.p1	cladeA_49928.p1
ORTHOMCL2928	cladeA_42171.p1	cladeA_47400.p1
ORTHOMCL292	cladeA_25247.p1	cladeA_14647.p1
ORTHOMCL292	cladeA_25247.p1	cladeA_25248.p1
ORTHOMCL2934	cladeA_5149.p1	cladeA_55065.p1
ORTHOMCL2937	cladeA_55781.p1	cladeA_55671.p1
ORTHOMCL2940	cladeA_28796.p1	cladeA_28797.p2
ORTHOMCL2944	cladeA_3054.p1	cladeA_9641.p1
ORTHOMCL2958	cladeB_29348.p1	cladeB_4489.p1
ORTHOMCL295	cladeA_25497.p2	cladeA_25499.p2
ORTHOMCL296	cladeA_51185.p1	cladeA_56528.p1
ORTHOMCL296	cladeA_51185.p1	cladeA_26719.p1
ORTHOMCL296	cladeA_51185.p1	cladeA_26718.p1
ORTHOMCL2971	cladeA_25832.p4	cladeA_25824.p2
ORTHOMCL2978	cladeA_12087.p1	cladeA_12086.p1
ORTHOMCL297	cladeA_25725.p2	cladeA_25728.p2
ORTHOMCL2981	cladeA_25514.p1	cladeA_25515.p1
ORTHOMCL298	cladeA_9530.p1	cladeA_9529.p1
ORTHOMCL2990	cladeA_37176.p1	cladeA_6676.p1
ORTHOMCL2991	cladeA_39620.p1	cladeA_46788.p1
ORTHOMCL2998	cladeB_24930.p1	cladeB_3288.p1
ORTHOMCL299	cladeA_30165.p1	cladeA_30170.p1
ORTHOMCL299	cladeA_30167.p1	cladeA_30168.p1
ORTHOMCL29	cladeA_28783.p1	cladeA_28779.p1
ORTHOMCL29	cladeA_28783.p1	cladeA_28778.p1
ORTHOMCL29	cladeA_28784.p1	cladeA_28789.p1
ORTHOMCL29	cladeA_28780.p1	cladeA_28785.p1
ORTHOMCL29	cladeA_28780.p1	cladeA_28787.p1
ORTHOMCL29	cladeA_28780.p1	cladeA_28790.p1
ORTHOMCL29	cladeA_28780.p1	cladeA_28788.p1
ORTHOMCL29	cladeA_28780.p1	cladeA_28786.p1
ORTHOMCL29	cladeA_28780.p1	cladeA_28792.p1
ORTHOMCL29	cladeA_28780.p1	cladeA_28777.p1
ORTHOMCL29	cladeA_54228.p1	cladeA_32572.p1
ORTHOMCL29	cladeA_54228.p1	cladeA_34778.p1
ORTHOMCL29	cladeA_54228.p1	cladeA_42909.p1
ORTHOMCL2	cladeA_53010.p2	cladeA_37090.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_43994.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_27711.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_26999.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_27000.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_22670.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_29081.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_28352.p2
ORTHOMCL2	cladeA_41570.p1	cladeA_43045.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_27710.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_27709.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_27708.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_26802.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_28993.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_28992.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_28991.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_28995.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_28994.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_27714.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_28996.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_51612.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_54008.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_13569.p1
ORTHOMCL2	cladeA_41570.p1	cladeA_57542.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_43768.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_22705.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_22702.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_48143.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_42815.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_57853.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_48048.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_18918.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_55083.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_25982.p2
ORTHOMCL2	cladeA_36916.p1	cladeA_24996.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_25000.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_24997.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_24999.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_42031.p2
ORTHOMCL2	cladeA_36916.p1	cladeA_48826.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_25980.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_27647.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_27651.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_43863.p2
ORTHOMCL2	cladeA_36916.p1	cladeA_51064.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_58553.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_28193.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_28179.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_28178.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_28180.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_23011.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_26196.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_28188.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_28182.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_28185.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_28192.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_53067.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_28191.p2
ORTHOMCL2	cladeA_36916.p1	cladeA_28186.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_6733.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_28250.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_7842.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_57926.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_26988.p1
ORTHOMCL2	cladeA_36916.p1	cladeA_26993.p1
ORTHOMCL3004	cladeA_39851.p1	cladeA_45742.p1
ORTHOMCL3008	cladeA_31212.p1	cladeA_31104.p1
ORTHOMCL300	cladeA_28580.p1	cladeA_29488.p1
ORTHOMCL302	cladeA_26191.p3	cladeA_26186.p1
ORTHOMCL3031	cladeD_9034.p1	cladeD_8381.p1
ORTHOMCL3036	cladeA_45310.p1	cladeA_44760.p1
ORTHOMCL303	cladeA_47287.p1	cladeA_39486.p1
ORTHOMCL303	cladeB_14429.p1	cladeB_35980.p1
ORTHOMCL303	cladeA_7591.p1	cladeA_44233.p1
ORTHOMCL304	cladeA_16191.p2	cladeA_16192.p1
ORTHOMCL304	cladeD_5705.p1	cladeD_19306.p1
ORTHOMCL304	cladeD_5705.p1	cladeD_19742.p1
ORTHOMCL3065	cladeA_51803.p1	cladeA_47414.p1
ORTHOMCL306	cladeA_30620.p1	cladeA_30622.p1
ORTHOMCL306	cladeA_30620.p1	cladeA_30619.p1
ORTHOMCL3078	cladeA_37054.p1	cladeA_48582.p1
ORTHOMCL307	cladeA_30723.p1	cladeA_30725.p1
ORTHOMCL307	cladeB_19344.p1	cladeB_30995.p1
ORTHOMCL3082	cladeD_11511.p1	cladeD_37.p1
ORTHOMCL3087	cladeB_36695.p1	cladeB_29881.p1
ORTHOMCL3093	cladeB_23164.p1	cladeB_7092.p1
ORTHOMCL3095	cladeA_11490.p1	cladeA_5207.p1
ORTHOMCL3103	cladeD_7464.p1	cladeD_19744.p1
ORTHOMCL3109	cladeC_18998.p1	cladeC_20458.p1
ORTHOMCL310	cladeA_14960.p1	cladeA_46307.p1
ORTHOMCL310	cladeA_14960.p1	cladeA_28674.p1
ORTHOMCL310	cladeA_14960.p1	cladeA_28675.p1
ORTHOMCL3115	cladeA_17032.p1	cladeA_17033.p1
ORTHOMCL3116	cladeA_34784.p1	cladeA_54601.p1
ORTHOMCL311	cladeA_45129.p1	cladeA_50173.p1
ORTHOMCL3134	cladeA_26483.p1	cladeA_26481.p1
ORTHOMCL313	cladeA_54509.p1	cladeA_41010.p1
ORTHOMCL3141	cladeA_27220.p1	cladeA_45396.p1
ORTHOMCL3142	cladeA_20887.p1	cladeA_20886.p1
ORTHOMCL314	cladeA_22577.p1	cladeA_22575.p1
ORTHOMCL314	cladeA_22577.p1	cladeA_22576.p2
ORTHOMCL314	cladeB_28017.p1	cladeB_29384.p1
ORTHOMCL3154	cladeA_26797.p1	cladeA_41030.p1
ORTHOMCL3158	cladeA_4676.p1	cladeA_4677.p1
ORTHOMCL315	cladeA_31183.p1	cladeA_31184.p1
ORTHOMCL315	cladeB_31226.p1	cladeB_31156.p1
ORTHOMCL3170	cladeA_31487.p1	cladeA_40791.p1
ORTHOMCL3181	cladeA_6421.p1	cladeA_6422.p1
ORTHOMCL3185	cladeA_24043.p1	cladeA_24044.p1
ORTHOMCL3195	cladeA_5392.p1	cladeA_26360.p1
ORTHOMCL31	cladeA_57626.p1	cladeA_32464.p1
ORTHOMCL31	cladeA_57626.p1	cladeA_53884.p1
ORTHOMCL31	cladeA_50031.p1	cladeA_49889.p1
ORTHOMCL31	cladeB_23202.p1	cladeB_11002.p1
ORTHOMCL3203	cladeA_33551.p1	cladeA_42435.p1
ORTHOMCL3207	cladeB_4620.p1	cladeB_16605.p1
ORTHOMCL3210	cladeA_4029.p1	cladeA_4028.p1
ORTHOMCL3211	cladeA_45306.p1	cladeA_24554.p1
ORTHOMCL3215	cladeA_26667.p1	cladeA_49478.p1
ORTHOMCL3217	cladeA_35225.p1	cladeA_487.p1
ORTHOMCL321	cladeA_26846.p1	cladeA_26845.p1
ORTHOMCL321	cladeA_26846.p1	cladeA_26844.p1
ORTHOMCL3225	cladeA_21846.p1	cladeA_39240.p1
ORTHOMCL322	cladeA_33063.p1	cladeA_57746.p1
ORTHOMCL322	cladeA_33063.p1	cladeA_39366.p2
ORTHOMCL3233	cladeA_37960.p1	cladeA_121.p1
ORTHOMCL3239	cladeA_27981.p1	cladeA_34155.p1
ORTHOMCL3240	cladeA_2298.p1	cladeA_14368.p1
ORTHOMCL3245	cladeA_57133.p1	cladeA_8173.p1
ORTHOMCL324	cladeA_49724.p1	cladeA_38629.p1
ORTHOMCL324	cladeA_49724.p1	cladeA_28382.p1
ORTHOMCL324	cladeA_49724.p1	cladeA_43364.p1
ORTHOMCL3253	cladeA_10523.p1	cladeA_32848.p1
ORTHOMCL3254	cladeB_30751.p1	cladeB_23095.p1
ORTHOMCL3261	cladeA_24660.p1	cladeA_24665.p1
ORTHOMCL3262	cladeB_24883.p1	cladeB_38073.p1
ORTHOMCL3265	cladeA_57120.p1	cladeA_38903.p1
ORTHOMCL3267	cladeA_57510.p1	cladeA_57329.p1
ORTHOMCL3269	cladeA_34453.p1	cladeA_44324.p1
ORTHOMCL3271	cladeA_45966.p1	cladeA_41330.p1
ORTHOMCL3273	cladeB_37043.p1	cladeB_27728.p1
ORTHOMCL3277	cladeA_39864.p1	cladeA_55661.p1
ORTHOMCL327	cladeA_26457.p1	cladeA_26456.p1
ORTHOMCL3282	cladeA_46442.p1	cladeA_52983.p1
ORTHOMCL3283	cladeA_10712.p1	cladeA_10713.p1
ORTHOMCL3297	cladeA_54613.p1	cladeA_11523.p1
ORTHOMCL32	cladeD_7195.p1	cladeD_17509.p1
ORTHOMCL32	cladeB_30894.p1	cladeB_31223.p1
ORTHOMCL32	cladeA_30090.p2	cladeA_30086.p1
ORTHOMCL32	cladeA_30090.p2	cladeA_30079.p2
ORTHOMCL32	cladeA_30090.p2	cladeA_30095.p2
ORTHOMCL32	cladeA_30090.p2	cladeA_30087.p1
ORTHOMCL32	cladeA_30090.p2	cladeA_30089.p1
ORTHOMCL330	cladeB_30143.p1	cladeB_28512.p1
ORTHOMCL331	cladeA_26322.p2	cladeA_26321.p1
ORTHOMCL3321	cladeA_18208.p1	cladeA_18209.p1
ORTHOMCL3322	cladeA_6064.p1	cladeA_33834.p1
ORTHOMCL332	cladeB_31169.p1	cladeB_10291.p1
ORTHOMCL3332	cladeA_39431.p1	cladeA_10843.p1
ORTHOMCL3334	cladeB_29335.p1	cladeB_38513.p1
ORTHOMCL3344	cladeA_26408.p1	cladeA_26409.p1
ORTHOMCL334	cladeA_28762.p2	cladeA_28760.p1
ORTHOMCL334	cladeD_17069.p1	cladeD_17505.p1
ORTHOMCL334	cladeD_17069.p1	cladeD_17513.p2
ORTHOMCL3356	cladeA_1198.p1	cladeA_52595.p1
ORTHOMCL335	cladeA_24566.p1	cladeA_24565.p2
ORTHOMCL335	cladeA_24566.p1	cladeA_24567.p1
ORTHOMCL338	cladeA_13670.p1	cladeA_40267.p1
ORTHOMCL338	cladeA_13670.p1	cladeA_13671.p1
ORTHOMCL3391	cladeA_21480.p1	cladeA_21479.p1
ORTHOMCL3397	cladeA_19856.p1	cladeA_19857.p1
